,G547 N,G547 T,G576 N,G576 T,G652 N,G652 T,G659 N,G659 T,G691 N,G691 T,G696 N,G696 T,G699 N,G699 T,G761 N,G761 T,G850 N,G850 T,G871 N,G871 T,G701 N,G701 T,G013 N,G013 T,G603 N,G603 T,G026 N,G026 T,G220 N,G220 T,G575 N,G575 T,G613 N,G613 T,G702 N,G702 T,G623 N,G623 T,G645 N,G645 T,G529 N,G529 T,G648 N,G648 T,G601 N,G601 T,G727 N,G727 T,G001 N,G001 T,G243 N,G243 T,G531 N,G531 T,G612 N,G612 T,G428 N,G428 T,G699N_2*,G761T_2*
Candidate-5 (miR-1246),0,55,0,15,3,10,8,24,0,14,0,1,0,28,3,11,4,3,4,3,0,3,2,49,11,132,6,4523,1,58,39,85,22,98,123,22,21,44,41,392,7,1043,18,502,141,362,0,0,43,5107,47,28,12,164,12,197,0,0,7,107
Candidate-6 (miR-3606),0,0,0,4,1,0,2,0,0,3,0,2,0,0,2,0,0,0,3,5,1,0,1,6,2,9,1,5,0,8,2,0,9,1,12,0,16,10,6,0,7,31,24,1,0,0,1,1,0,2,5,0,2,2,1,0,0,0,0,2
Candidate-7-3p (miR-2355-3p),0,0,0,0,1,0,0,0,4,0,0,0,0,1,9,0,0,0,4,0,1,0,2,0,5,0,1,19,0,1,50,2,6,3,0,0,12,3,57,0,1,19,30,0,2,0,15,1,5,0,9,3,0,2,1,0,0,0,5,0
Candidate-7-5p (miR-2355-5p),0,2,0,21,0,1,1,3,3,1,0,0,0,4,0,0,0,1,0,0,1,0,2,4,0,0,15,5,0,0,3,1,3,18,5,1,7,43,0,0,18,10,2,0,0,4,0,0,0,0,3,14,0,28,0,0,0,7,1,0
Candidate-8 (miR-1280),12,29,4,6,23,6,5,62,2,3,1,4,0,62,22,4,19,43,5,2,3,1,37,45,152,2,47,265,2,39,32,19,48,80,179,123,70,79,121,16,21,59,44,2,66,35,16,0,6,7,53,59,30,60,29,7,12,9,107,4
Candidate-9-3p (miR-3607-3p),0,3,0,0,0,0,0,3,1,0,0,0,0,9,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Candidate-9-5p (miR-3607-5p),0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,11,9,0,0,1,0,1,1,1,0,1,0,5,0,0,1,1,0,0,0,8,1,0,0,2,0,3,0,2,0,0,0,1,0
Candidate-10 (miR-3608),0,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidate-11 (miR-1294),0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,7,0,3,3,0,0,0,0,2,0,3,15,2,1,3,0,11,2,10,0,6,2,7,0,3,10,3,0,2,2,0,1,8,0,6,5,4,1,3,0,0,0,5,0
Candidate-12-3p  (miR-1303-3p),0,3,1,6,0,5,0,4,0,3,0,0,0,14,0,1,0,2,0,2,0,0,0,5,1,9,0,204,1,72,4,42,3,19,6,4,1,27,7,0,1,129,4,2,1,2,2,0,0,56,8,24,2,20,1,12,0,0,1,0
Candidate-12-5p (miR-1303-5p),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Candidate-13 (miR-1271),0,0,1,8,1,1,2,1,1,0,0,0,0,4,10,0,0,0,11,4,3,2,11,6,18,2,8,61,1,7,42,0,64,22,42,0,22,19,50,0,9,30,58,1,6,4,5,0,2,11,30,5,9,23,1,0,3,0,10,1
Candidate-14 (miR-1275),0,0,2,7,0,2,8,0,0,1,0,5,1,1,100,31,5,29,22,29,0,0,55,84,24,5,125,51,3,69,42,11,50,77,117,13,31,123,229,34,299,65,284,12,361,58,33,0,178,92,116,62,171,25,249,37,0,0,93,22
Candidate-15 (miR-3609),4,0,9,4,0,4,2,0,0,3,0,6,0,0,12,1,3,0,3,58,0,0,20,1,13,1,4,279,0,468,2,54,28,1,491,6,5,1,14,1,3,44,15,9,4,0,63,0,1,1,9,1,70,4,11,15,5,0,14,14
Candidate-16  (miR-3610),0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Candidate-17 (miR-3611),0,1,0,3,0,2,3,0,2,1,0,0,0,0,5,0,0,0,4,0,1,0,6,0,4,0,3,24,0,2,5,3,28,5,12,0,7,1,11,1,4,16,15,0,0,1,4,0,2,1,11,1,4,5,2,0,0,0,3,0
Candidate-18-5p  (miR-1296-5p),0,2,8,29,5,2,6,2,1,9,1,0,0,3,4,2,1,2,3,0,4,0,18,3,17,7,15,205,3,19,16,0,50,5,55,5,33,19,23,0,13,89,14,0,6,4,6,0,1,35,72,12,7,27,3,1,0,0,5,0
Candidate-18-3p  (miR-1296-3p),0,2,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Candidate-19 (miR-1287),0,0,1,1,0,0,0,0,0,2,0,0,0,1,4,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidate-20 (miR-1287),0,0,2,1,0,0,1,0,0,2,0,0,0,0,4,0,0,0,3,0,2,0,7,1,5,0,1,7,0,0,15,0,16,1,7,0,13,1,9,0,2,3,13,0,3,7,4,0,0,6,32,3,4,0,4,0,0,0,6,2
Candidate-21-3p (miR-1307-3p),2,4,1,10,6,30,2,4,13,45,0,0,1,12,22,1,3,7,5,7,6,6,3,2,19,13,6,188,1,43,7,11,8,13,26,4,38,33,26,6,13,111,26,3,11,23,4,3,10,215,90,23,4,31,20,11,0,2,20,1
Candidate-21-5p (miR-1307-5p),1,3,5,4,1,12,6,10,7,24,0,0,1,11,4,0,2,3,3,0,0,0,3,6,0,1,12,222,0,8,0,0,14,3,11,0,57,24,11,4,7,140,19,1,4,26,3,2,3,64,53,1,3,12,0,1,0,9,2,0
Candidate-22 (miR-548e),0,0,0,1,3,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,1,1,1,0,3,24,0,0,0,1,2,2,1,0,4,4,2,0,1,11,0,0,1,2,0,0,0,0,4,3,0,3,0,0,0,0,0,0
Candidate-23-5p (miR-2110-5p),1,2,0,3,3,3,1,0,2,0,0,0,0,6,9,0,0,0,3,2,0,0,5,1,12,0,1,153,2,5,22,1,10,4,15,0,22,8,19,0,39,103,12,0,9,3,1,0,13,24,93,2,18,11,23,0,0,0,31,0
Candidate-23-3p (miR-2110-3p),0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,0,8,0,0,0,0,1,0,3,0,0,2,5,0,6,1,1,0,1,0,1,0,0,0,3,1,3,1,3,0,0,0,5,1
Candidate-24 (miR-3612),0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,2,0,3,0,1,0,1,0,1,0,1,0,3,0,1,0,1,0,0,0,1,0
Candidate-25-3p (miR-3613-3p),1,2,2,10,2,0,0,0,0,1,0,1,0,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidate-25-5p (miR-3613-5p),0,0,0,16,5,1,0,1,1,1,0,0,0,3,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidate-26-3p (miR-1247-3p),2,1,2,1,4,2,2,0,0,2,0,1,1,0,1,1,0,0,0,18,1,0,3,5,14,1,2,5,0,23,17,1,96,2,27,0,8,10,42,4,5,13,23,2,4,4,0,1,4,2,20,1,7,3,0,1,0,0,41,1
Candidate-26-5p (miR-1247-5p),5,9,26,12,15,1,1,1,3,1,0,0,0,7,1,0,1,3,1,8,2,0,6,95,64,1,59,10,2,7,4,0,14,5,47,1,9,28,84,0,14,6,16,0,6,17,3,3,7,0,32,37,1,47,1,0,5,22,19,2
Candidate-27-5p (miR-1179-5p),0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,4,0,6,0,2,0,4,2,0,0,15,8,2,0,0,1,0,0,0,0,74,3,1,3,1,0,0,0,0,0
Candidate-27-3p (miR-1179-3p),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidate-28 (miR-1180),7,3,9,20,3,4,10,2,7,2,1,2,0,2,64,6,4,1,40,25,23,1,35,52,106,8,134,79,8,59,170,9,175,29,196,4,166,65,263,3,623,77,278,1,75,18,17,9,83,270,208,45,116,67,119,3,0,0,196,7
Candidate-29-5p (miR-3614-5p),0,0,1,4,0,2,0,0,0,3,0,0,0,4,1,2,0,1,1,1,0,0,0,0,0,4,2,17,0,9,0,3,0,5,3,0,4,16,3,0,10,92,1,2,0,15,0,0,0,14,5,8,1,7,0,6,0,0,4,1
Candidate-29-3p (miR-3614-3p),0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,6,0,0,0,5,0,0,5,6,0,0,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Candidate-30 (miR-3615),0,0,0,4,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,2,57,0,1,0,0,0,29,3,3,2,63,0,0,5,26,0,1,2,1,0,0,0,3,4,3,0,6,1,0,0,0,2,0
Candidate-31 (miR-1270),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,0,4,0,0,0,1,5,0,9,2,2,1,6,11,0,0,0,1,0,0,0,1,3,3,1,2,0,0,0,0,0,0
Candidate-32-5p (miR-1323-5p),0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Candidate-32-3p (miR-1323-3p),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidate-33 (miR-1292),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Candidate-34-3p (miR-3616-3p),0,0,0,5,0,1,0,0,0,0,0,0,0,1,3,1,2,0,4,0,0,0,0,0,1,0,1,17,0,2,0,0,1,1,0,0,0,3,1,0,8,16,9,0,1,4,0,0,0,2,5,0,0,7,1,0,0,0,1,0
Candidate-34-5p (miR-3616-5p),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Candidate-35 (miR-3617),0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0
Candidate-36-3p  (miR-1259-3p),0,137,0,5,2,1,1,72,17,0,0,0,0,226,0,0,0,0,0,0,1,0,0,2,0,0,1,6,0,0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,1,0,0,1,2,1,1,0,0,0,0,1,0,0
Candidate-36-5p (miR-1259-5p),0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,5,1,0,0,0,0,3,0,0,0,19,0,0,1,0,4,10,0,2,0,1,2,0,0,6,1,0,1,1,26,0,0,0,1,0,0,5,2,0,0,0,0,0
Candidate-37-5p (miR-1306-5p),0,0,3,1,2,1,0,0,1,0,0,0,0,2,6,0,1,0,4,0,1,0,8,1,21,0,3,16,1,6,8,0,13,0,18,0,20,3,14,0,4,13,12,0,11,2,1,0,0,5,10,3,9,2,1,1,2,0,5,0
Candidate-37-3p  (miR-1306-3p),0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,10,0,0,3,0,3,0,5,0,4,2,4,0,1,0,3,0,2,1,1,0,1,7,7,1,0,2,1,0,0,0,1,0
Candidate-38  (miR-3618),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidate-39 (miR-1286),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Candidate-40-3p (miR-3200-3p),0,1,0,2,0,1,1,0,1,1,0,0,1,2,2,0,0,1,1,0,1,0,1,1,1,0,1,12,0,2,1,1,0,3,1,0,1,6,4,0,7,14,1,0,0,7,3,0,0,31,3,4,0,1,4,0,0,0,0,0
Candidate-40-5p (miR-3200-5p),0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,7,1,0,2,0,1,1,1,0,8,8,1,0,4,9,2,0,0,0,0,0,0,21,2,0,0,0,2,0,0,0,1,0
Candidate-41 (miR-3619),0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,1,0,0,0,1,3,0,0,0,1,0,0,1,2,0,1,0,5,0,0,0,0,0,0
Candidate-42 (miR-1249),2,1,4,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidate-43 (miR-1308),0,0,1,2,3,8,1,9,1,3,1,0,0,4,38,0,1,2,4,0,1,1,1,9,65,5,25,350,0,18,28,5,15,7,7,2,12,24,32,0,17,31,8,0,3,1,214,0,5,61,97,48,1,22,8,1,1,0,1,1
Candidate-44 (miR-23c),21,31,7,25,40,10,89,7,59,26,5,1,1,10,44,0,3,24,39,4,1,0,13,1,11,0,10,39,0,1,21,0,46,10,24,2,52,7,18,0,15,24,35,0,6,6,5,1,0,0,18,6,3,5,2,0,138,89,2,0
Candidate-45 (miR-1298),0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidate-46 (miR-1277),0,2,0,4,2,1,6,0,1,2,0,0,0,1,1,0,2,2,4,3,4,0,8,3,0,0,3,29,0,0,1,0,13,4,6,0,13,7,3,0,8,51,3,0,4,0,1,0,0,2,12,0,5,2,2,0,0,0,0,0
Candidate-47 (miR-320d),1,0,1,12,4,0,1,0,2,0,0,0,0,2,1,0,1,2,1,0,4,0,0,1,5,0,2,0,0,0,5,4,0,3,1,0,1,1,7,0,0,1,3,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,0
Candidate-48 (miR-514b),1,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,1,0,1,0,5,1,0,0,29,1,0,0,2,0,0,0,1,0,7,0,1,0,0,0,0,0,0,2
Candidate-49 (miR-2114),0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,11,0,1,0,13,1,0,0,1,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0
Candidate-50-3p  (miR-1185-3p),0,3,2,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5,1,1,14,0,1,2,0,8,2,1,0,7,6,4,0,0,23,0,0,0,2,0,1,0,0,3,0,0,4,0,0,0,0,1,0
Candidate-50-1-5p  (miR-1185-1-5p),0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidate-50-2-5p (miR-1185-2-5p),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,2,3,0,0,1,0,11,0,6,0,3,5,2,0,6,11,0,0,0,0,1,0,0,0,4,2,3,3,0,0,6,0,0,0
Candidate-51-5p (miR-1283-5p),0,0,0,24,0,0,0,0,0,0,0,0,0,50,0,8,0,14,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,15,0,1,0,0,0,0,0,3,0,6,0,0,0,0,0,0
Candidate-51-1-3p (miR-1283-1-3p),0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidate-52-1 (miR-1274b-1),0,7,0,3,0,1,2,9,15,0,0,0,1,7,5,0,0,9,0,0,0,0,0,2,1,0,10,18,0,1,3,0,12,5,1,0,16,15,0,0,5,0,1,1,2,15,0,0,1,0,3,16,2,8,0,0,0,0,1,0
Candidate-52-2 (miR-1274b-2),7,67,5,56,55,15,18,49,286,7,8,1,2,21,104,6,3,139,46,4,7,2,28,21,152,4,228,133,2,12,105,11,146,66,51,6,204,232,123,6,97,26,27,2,90,199,2,0,27,13,46,220,21,85,14,3,0,1,142,3
Candidate-53 (miR-1299),0,0,0,0,7,3,2,1,0,0,2,0,0,0,4,0,0,0,2,0,0,0,0,0,11,1,26,62,0,0,39,0,48,18,1,0,4,0,0,0,79,131,4,1,16,2,0,0,2,4,36,0,7,2,16,1,0,0,1,0
Candidate-54 (miR-1285),0,1,0,1,1,1,2,0,0,1,0,0,0,0,6,0,0,5,1,0,1,0,2,6,0,0,7,48,2,4,20,2,17,16,11,3,3,16,10,0,2,18,22,0,4,10,3,0,1,0,5,5,0,7,3,0,0,0,0,0
Candidate-54-3-3p (miR-1285-3-3p),0,4,0,8,1,0,0,2,0,0,0,0,0,1,1,0,1,5,0,0,2,0,0,6,0,0,3,26,0,0,0,0,2,22,0,1,1,15,1,0,9,10,0,0,1,2,1,0,0,0,1,4,0,18,1,0,0,0,0,0
Candidate-55 (miR-3620),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
Candidate-56 (miR-3621),0,4,1,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Candidate-57-5p (miR-3622a-5p),2,0,1,1,0,1,5,0,0,0,0,0,1,2,1,2,0,0,0,0,1,0,2,0,2,0,4,2,0,8,8,0,18,0,4,0,30,0,8,0,14,3,0,0,1,2,0,0,0,6,11,0,1,0,0,0,0,0,0,0
Candidate-57-3p (miR-3622a-3p),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,6,0,1,0,1,0,2,0,0,0,0,0,6,0,1,0,0,0,0,0,4,0
Candidate-58-3p (miR-3622b-3p),2,0,2,1,5,1,3,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,5,0,2,0,2,0,0,5,17,0,11,0,0,0,0,0,7,0
Candidate-58-5p (miR-3622b-5p),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Candidate-59-3p (miR-338AS-3p),0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,1,0,0,0,2,0,0,2,36,8,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
Candidate-59-5p (miR-338AS-5p),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,3,0,0,0,0,29,0,0,2,0,3,3,2,0,8,0,1,0,8,11,2,0,0,3,0,0,0,5,9,0,1,1,0,0,0,0,0,0
Candidate-60 (miR-374bAS),0,1,0,0,0,0,0,3,5,0,0,0,0,7,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,17,1,6,0,6,1,0,0,3,2,0,0,2,0,0,3,0,0,6,0,1,2,0,0,0,0,0,0
Candidate-61 (miR-642AS),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0,0,0,0
Candidate-62 (miR-550AS),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,7,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,1,0,0,0,0,0
Candidate-63 (miR-548cAS),0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,1,0,9,0,0,5,0,21,2,3,0,6,8,2,0,10,0,4,0,0,0,1,0,0,0,5,0,2,7,0,0,0,0,0,0
Candidate-64 (miR-548dAS),1,0,0,1,2,1,1,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,3,4,1,0,0,9,0,1,2,0,2,2,0,7,0,5,3,0,1,1,6,0,0,0,0,0,0,0,6,3,1,7,0,0,0,0,0,0
